file                        format  type   num_seqs      sum_len  min_len  avg_len  max_len   Q1   Q2   Q3  sum_gap  N50  Q20(%)  Q30(%)  GC(%)
MT1_3_1_16S.1.fq.gz         FASTQ   DNA   1,019,376  145,494,858       27    142.7      143  142  143  143        0  143   97.29    93.9  50.43
MT1_3_1_16S.2.fq.gz         FASTQ   DNA   1,019,376  145,738,344       27      143      143  143  143  143        0  143   96.82   93.01  51.27
MT1_3_2_16S.1.fq.gz         FASTQ   DNA     953,195  136,148,222       27    142.8      143  143  143  143        0  143   97.26   93.89  50.08
MT1_3_2_16S.2.fq.gz         FASTQ   DNA     953,195  136,294,670       27      143      143  143  143  143        0  143   96.76   92.97  51.24
MT1_3_3_16S.1.fq.gz         FASTQ   DNA     894,382  127,740,953       27    142.8      143  143  143  143        0  143   97.14   93.71  50.25
MT1_3_3_16S.2.fq.gz         FASTQ   DNA     894,382  127,870,531       27      143      143  143  143  143        0  143   96.98    93.3  51.43
MT1_3_4_16S.1.fq.gz         FASTQ   DNA   1,101,673  157,272,623       59    142.8      143  143  143  143        0  143   97.15   93.69  49.71
MT1_3_4_16S.2.fq.gz         FASTQ   DNA   1,101,673  157,513,457       59      143      143  143  143  143        0  143   96.76   92.85  50.97
MT1_3_5_16S.1.fq.gz         FASTQ   DNA     932,838  133,111,172       72    142.7      143  142  143  143        0  143   96.91    93.4  50.15
MT1_3_5_16S.2.fq.gz         FASTQ   DNA     932,838  133,359,578       72      143      143  143  143  143        0  143   96.78   92.83  51.01
MT1_3_WC_16S.1.fq.gz        FASTQ   DNA       5,572      767,859       92    137.8      143  143  143  143        0  143   96.04   92.15  48.29
MT1_3_WC_16S.2.fq.gz        FASTQ   DNA       5,572      771,277       92    138.4      143  143  143  143        0  143   95.29   91.01  50.28
MT1_4_1_16S.1.fq.gz         FASTQ   DNA   1,113,749  159,122,243       71    142.9      143  143  143  143        0  143   97.28   93.87     51
MT1_4_1_16S.2.fq.gz         FASTQ   DNA   1,113,749  159,250,072       71      143      143  143  143  143        0  143   96.67   92.69  52.01
MT1_4_2_16S.1.fq.gz         FASTQ   DNA   1,524,246  217,804,676       54    142.9      143  143  143  143        0  143   97.18   93.72  50.28
MT1_4_2_16S.2.fq.gz         FASTQ   DNA   1,524,246  217,934,454       54      143      143  143  143  143        0  143   96.83   93.02  51.76
MT1_4_3_16S.1.fq.gz         FASTQ   DNA     878,880  125,576,333       68    142.9      143  143  143  143        0  143   97.04   93.48  51.15
MT1_4_3_16S.2.fq.gz         FASTQ   DNA     878,880  125,671,846       68      143      143  143  143  143        0  143   96.72   92.79  52.03
MT1_4_4_16S.1.fq.gz         FASTQ   DNA   1,059,832  151,452,646       54    142.9      143  143  143  143        0  143   97.08   93.62  49.87
MT1_4_4_16S.2.fq.gz         FASTQ   DNA   1,059,832  151,544,868       54      143      143  143  143  143        0  143   96.96   93.22   51.7
MT1_4_5_16S.1.fq.gz         FASTQ   DNA   1,019,057  145,549,934      112    142.8      143  143  143  143        0  143   97.04   93.55   50.4
MT1_4_5_16S.2.fq.gz         FASTQ   DNA   1,019,057  145,711,454      112      143      143  143  143  143        0  143   97.02   93.38  51.87
MT1_4_WC_16S.1.fq.gz        FASTQ   DNA         329       46,971      141    142.8      143  143  143  143        0  143   95.22   91.29  49.84
MT1_4_WC_16S.2.fq.gz        FASTQ   DNA         329       47,041      141      143      143  143  143  143        0  143   94.34   89.49  50.63
MT1_5_1_16S.1.fq.gz         FASTQ   DNA     619,574   88,481,323      120    142.8      143  143  143  143        0  143   97.06   93.49  50.21
MT1_5_1_16S.2.fq.gz         FASTQ   DNA     619,574   88,596,347      120      143      143  143  143  143        0  143   96.81      93  51.18
MT1_5_2_16S.1.fq.gz         FASTQ   DNA     668,475   95,495,305       72    142.9      143  143  143  143        0  143   97.15   93.77  50.76
MT1_5_2_16S.2.fq.gz         FASTQ   DNA     668,475   95,587,625       72      143      143  143  143  143        0  143   96.31   92.19  51.47
MT1_5_3_16S.1.fq.gz         FASTQ   DNA     586,870   83,816,681       64    142.8      143  143  143  143        0  143   97.18    93.8  50.33
MT1_5_3_16S.2.fq.gz         FASTQ   DNA     586,870   83,914,803       64      143      143  143  143  143        0  143   96.39    92.3  51.17
MT1_5_4_16S.1.fq.gz         FASTQ   DNA     817,119  116,657,489      104    142.8      143  143  143  143        0  143   97.24   93.85  50.72
MT1_5_4_16S.2.fq.gz         FASTQ   DNA     817,119  116,844,035      104      143      143  143  143  143        0  143   96.05   91.67  51.24
MT1_5_5_16S.1.fq.gz         FASTQ   DNA     772,347  110,372,558       44    142.9      143  143  143  143        0  143   97.15   93.73  51.34
MT1_5_5_16S.2.fq.gz         FASTQ   DNA     772,347  110,436,091       44      143      143  143  143  143        0  143   96.22   92.07  51.61
MT1_5_WC_16S.1.fq.gz        FASTQ   DNA       1,048      149,573      113    142.7      143  143  143  143        0  143   96.17   92.27  49.71
MT1_5_WC_16S.2.fq.gz        FASTQ   DNA       1,048      149,787      113    142.9      143  143  143  143        0  143    95.1   90.55  50.53
MT1_6_1_16S.1.fq.gz         FASTQ   DNA     967,560  138,067,766       85    142.7      143  142  143  143        0  143   97.29    93.9  50.48
MT1_6_1_16S.2.fq.gz         FASTQ   DNA     967,560  138,354,786       85      143      143  143  143  143        0  143   96.64   92.66  50.17
MT1_6_2_16S.1.fq.gz         FASTQ   DNA     512,430   73,177,440      104    142.8      143  143  143  143        0  143   97.22   93.84  49.87
MT1_6_2_16S.2.fq.gz         FASTQ   DNA     512,430   73,275,638      104      143      143  143  143  143        0  143   96.85   93.12  49.54
MT1_6_3_16S.1.fq.gz         FASTQ   DNA     988,707  141,118,130       72    142.7      143  142  143  143        0  143   97.22   93.79  50.21
MT1_6_3_16S.2.fq.gz         FASTQ   DNA     988,707  141,381,395       72      143      143  143  143  143        0  143   96.78   93.01   50.2
MT1_6_4_16S.1.fq.gz         FASTQ   DNA     826,873  118,042,175       76    142.8      143  143  143  143        0  143   97.24   93.83  49.79
MT1_6_4_16S.2.fq.gz         FASTQ   DNA     826,873  118,240,242       76      143      143  143  143  143        0  143   96.82   93.04  49.79
MT1_6_5_16S.1.fq.gz         FASTQ   DNA   1,529,896  218,379,176       90    142.7      143  143  143  143        0  143   97.24   93.79  50.64
MT1_6_5_16S.2.fq.gz         FASTQ   DNA   1,529,896  218,771,257       90      143      143  143  143  143        0  143   96.69   92.82  50.38
MT1_6_WC_16S.1.fq.gz        FASTQ   DNA         357       50,979      142    142.8      143  143  143  143        0  143   95.85   91.73   49.9
MT1_6_WC_16S.2.fq.gz        FASTQ   DNA         357       51,048      142      143      143  143  143  143        0  143   94.81   90.11  50.73
MT1_7_1_16S.1.fq.gz         FASTQ   DNA   1,228,856  175,512,616       86    142.8      143  143  143  143        0  143   96.89   93.36  49.74
MT1_7_1_16S.2.fq.gz         FASTQ   DNA   1,228,856  175,723,086       86      143      143  143  143  143        0  143   96.82      93   50.9
MT1_7_2_16S.1.fq.gz         FASTQ   DNA   1,467,113  209,342,442       35    142.7      143  142  143  143        0  143    97.4   94.05  50.53
MT1_7_2_16S.2.fq.gz         FASTQ   DNA   1,467,113  209,793,179       35      143      143  143  143  143        0  143   96.54   92.47  50.67
MT1_7_3_16S.1.fq.gz         FASTQ   DNA   1,505,424  214,944,372       51    142.8      143  143  143  143        0  143   97.29   93.87  50.55
MT1_7_3_16S.2.fq.gz         FASTQ   DNA   1,505,424  215,267,685       51      143      143  143  143  143        0  143   96.44   92.32  50.22
MT1_7_4_16S.1.fq.gz         FASTQ   DNA   1,276,469  182,171,069       52    142.7      143  142  143  143        0  143    97.5   94.25  50.51
MT1_7_4_16S.2.fq.gz         FASTQ   DNA   1,276,469  182,529,722       52      143      143  143  143  143        0  143    96.8   92.96  50.08
MT1_7_5_16S.1.fq.gz         FASTQ   DNA   1,365,113  194,810,310      123    142.7      143  143  143  143        0  143    97.3   93.94  50.71
MT1_7_5_16S.2.fq.gz         FASTQ   DNA   1,365,113  195,207,597      123      143      143  143  143  143        0  143   96.67   92.71  50.07
MT1_7_WC_16S.1.fq.gz        FASTQ   DNA       1,345      192,004      131    142.8      143  143  143  143        0  143   96.38   92.53  49.92
MT1_7_WC_16S.2.fq.gz        FASTQ   DNA       1,345      192,291      131      143      143  143  143  143        0  143   94.91    90.2  51.07
MT1_8_1_16S.1.fq.gz         FASTQ   DNA   1,220,465  174,320,426       73    142.8      143  143  143  143        0  143   97.24   93.88  50.12
MT1_8_1_16S.2.fq.gz         FASTQ   DNA   1,220,465  174,521,772       73      143      143  143  143  143        0  143   96.77    92.9  49.84
MT1_8_2_16S.1.fq.gz         FASTQ   DNA   1,127,596  160,971,783       86    142.8      143  143  143  143        0  143   97.34   93.98  49.72
MT1_8_2_16S.2.fq.gz         FASTQ   DNA   1,127,596  161,242,118       86      143      143  143  143  143        0  143   96.73   92.82  50.34
MT1_8_3_16S.1.fq.gz         FASTQ   DNA     670,819   95,765,447      105    142.8      143  143  143  143        0  143   97.26   93.88  51.28
MT1_8_3_16S.2.fq.gz         FASTQ   DNA     670,819   95,925,648      105      143      143  143  143  143        0  143   96.86   93.09  51.11
MT1_8_4_16S.1.fq.gz         FASTQ   DNA     703,156  100,370,604       71    142.7      143  142  143  143        0  143   97.29   93.94  50.73
MT1_8_4_16S.2.fq.gz         FASTQ   DNA     703,156  100,549,604       71      143      143  143  143  143        0  143    96.8   92.94  50.77
MT1_8_5_16S.1.fq.gz         FASTQ   DNA     704,560  100,619,774      116    142.8      143  143  143  143        0  143    97.3    93.8  49.21
MT1_8_5_16S.2.fq.gz         FASTQ   DNA     704,560  100,750,295      116      143      143  143  143  143        0  143   96.73   92.78  50.15
MT1_8_WC_16S.1.fq.gz        FASTQ   DNA       1,136      162,139       92    142.7      143  143  143  143        0  143   96.21   92.32  49.61
MT1_8_WC_16S.2.fq.gz        FASTQ   DNA       1,136      161,982       92    142.6      143  143  143  143        0  143   80.47    70.6  49.79
MT1_9_1_16S.1.fq.gz         FASTQ   DNA     975,555  139,084,467      108    142.6      143  142  143  143        0  143   97.39   94.16  51.35
MT1_9_1_16S.2.fq.gz         FASTQ   DNA     975,555  139,499,953      108      143      143  143  143  143        0  143   96.61   92.62  50.32
MT1_9_2_16S.1.fq.gz         FASTQ   DNA     727,570  103,812,488      138    142.7      143  142  143  143        0  143   97.19   93.76  49.76
MT1_9_2_16S.2.fq.gz         FASTQ   DNA     727,570  104,037,582      137      143      143  143  143  143        0  143   96.75   92.76   48.6
MT1_9_3_16S.1.fq.gz         FASTQ   DNA     881,440  125,899,561      115    142.8      143  143  143  143        0  143   96.95   93.46  50.05
MT1_9_3_16S.2.fq.gz         FASTQ   DNA     881,440  126,043,146      115      143      143  143  143  143        0  143   97.16   93.68  50.32
MT1_9_4_16S.1.fq.gz         FASTQ   DNA     754,373  107,513,661      132    142.5      143  142  143  143        0  143   97.18   93.68  49.66
MT1_9_4_16S.2.fq.gz         FASTQ   DNA     754,373  107,872,547      137      143      143  143  143  143        0  143   97.01   93.32  50.24
MT1_9_5_16S.1.fq.gz         FASTQ   DNA     734,925  104,914,505      124    142.8      143  143  143  143        0  143   97.05   93.58  50.59
MT1_9_5_16S.2.fq.gz         FASTQ   DNA     734,925  105,091,660      124      143      143  143  143  143        0  143   96.88    93.1  49.76
MT1_9_WC_16S.1.fq.gz        FASTQ   DNA         761      108,652      140    142.8      143  143  143  143        0  143   96.02   92.13  49.52
MT1_9_WC_16S.2.fq.gz        FASTQ   DNA         761      108,808      141      143      143  143  143  143        0  143   94.35   89.74  50.87
MT1_BC_1_16S.1.fq.gz        FASTQ   DNA         879      125,516      141    142.8      143  143  143  143        0  143    96.2    92.2  49.49
MT1_BC_1_16S.2.fq.gz        FASTQ   DNA         879      125,666      141      143      143  143  143  143        0  143    95.2   90.58  51.02
MT1_BC_2_16S.1.fq.gz        FASTQ   DNA       3,001      428,579      139    142.8      143  143  143  143        0  143   96.67   92.97  49.36
MT1_BC_2_16S.2.fq.gz        FASTQ   DNA       3,001      427,713      139    142.5      143  142  143  143        0  143   79.74   69.43  49.45
MT1_BC_3_16S.1.fq.gz        FASTQ   DNA       1,347      192,365      140    142.8      143  143  143  143        0  143   96.24   92.46  49.55
MT1_BC_3_16S.2.fq.gz        FASTQ   DNA       1,347      192,554      141      143      143  143  143  143        0  143   95.09   90.62  50.71
MT1_BC_4_16S.1.fq.gz        FASTQ   DNA         878      125,445      141    142.9      143  143  143  143        0  143   95.48   91.38  49.22
MT1_BC_4_16S.2.fq.gz        FASTQ   DNA         878      125,546      142      143      143  143  143  143        0  143    93.7    88.6  50.14
MT1_EB_1_16S.1.fq.gz        FASTQ   DNA       3,401      485,764      140    142.8      143  143  143  143        0  143   96.67   92.82  49.52
MT1_EB_1_16S.2.fq.gz        FASTQ   DNA       3,401      486,178      141      143      143  143  143  143        0  143   95.59   91.15  50.81
MT1_EB_2_16S.1.fq.gz        FASTQ   DNA       2,036      290,792      138    142.8      143  143  143  143        0  143   96.28   92.44  49.19
MT1_EB_2_16S.2.fq.gz        FASTQ   DNA       2,036      291,043      141    142.9      143  143  143  143        0  143   95.14   90.52   50.8
MT1_EB_3_16S.1.fq.gz        FASTQ   DNA       3,871      553,045      138    142.9      143  143  143  143        0  143   96.33   92.57  49.61
MT1_EB_3_16S.2.fq.gz        FASTQ   DNA       3,871      553,317      141    142.9      143  143  143  143        0  143   95.26    90.8   50.7
MT1_EB_4_16S.1.fq.gz        FASTQ   DNA       1,391      198,719      137    142.9      143  143  143  143        0  143   95.54   91.54  49.01
MT1_EB_4_16S.2.fq.gz        FASTQ   DNA       1,391      198,897      141      143      143  143  143  143        0  143   94.17   89.42  50.13
NA_16S.1.fq.gz              FASTQ   DNA       7,237    1,033,300       78    142.8      143  143  143  143        0  143   96.47   92.88  50.48
NA_16S.2.fq.gz              FASTQ   DNA       7,237    1,034,728      140      143      143  143  143  143        0  143   95.71    91.5  50.69
NTC1_16S.1.fq.gz            FASTQ   DNA       7,748    1,107,137      109    142.9      143  143  143  143        0  143   95.42    91.5  49.45
NTC1_16S.2.fq.gz            FASTQ   DNA       7,748    1,107,861      109      143      143  143  143  143        0  143   94.12    89.3  49.97
NTC2_16S.1.fq.gz            FASTQ   DNA      16,787    2,397,301      132    142.8      143  143  143  143        0  143   95.53   91.45  49.87
NTC2_16S.2.fq.gz            FASTQ   DNA      16,787    2,399,706      139      143      143  143  143  143        0  143    94.6   89.92  51.09
NTC3_16S.1.fq.gz            FASTQ   DNA       2,670      381,503      137    142.9      143  143  143  143        0  143   95.77   91.87  48.94
NTC3_16S.2.fq.gz            FASTQ   DNA       2,670      381,790      141      143      143  143  143  143        0  143   94.18   89.39  49.62
RS1_CL_BC_16S.1.fq.gz       FASTQ   DNA      11,629    1,661,743      138    142.9      143  143  143  143        0  143    96.5   92.37  48.89
RS1_CL_BC_16S.2.fq.gz       FASTQ   DNA      11,629    1,660,926      138    142.8      143  143  143  143        0  143   75.69   63.79  49.34
RS1_CL_EB_16S.1.fq.gz       FASTQ   DNA     362,680   51,861,588       95      143      143  143  143  143        0  143   95.88   92.23  48.95
RS1_CL_EB_16S.2.fq.gz       FASTQ   DNA     362,680   51,861,187       95      143      143  143  143  143        0  143   96.52   92.33  47.67
RS1_CL_L1_1_16S.1.fq.gz     FASTQ   DNA     372,360   53,214,858       80    142.9      143  143  143  143        0  143   97.39   94.05  49.79
RS1_CL_L1_1_16S.2.fq.gz     FASTQ   DNA     372,360   53,232,773       80      143      143  143  143  143        0  143   96.74   92.91  51.38
RS1_CL_L1_2_16S.1.fq.gz     FASTQ   DNA     400,107   57,080,186       59    142.7      143  142  143  143        0  143    97.2   93.67  50.44
RS1_CL_L1_2_16S.2.fq.gz     FASTQ   DNA     400,107   57,204,081       59      143      143  143  143  143        0  143   96.83   92.99  51.37
RS1_CL_L1_3_16S.1.fq.gz     FASTQ   DNA     394,341   56,321,116       63    142.8      143  143  143  143        0  143   97.35   93.92  49.22
RS1_CL_L1_3_16S.2.fq.gz     FASTQ   DNA     394,341   56,350,926       63    142.9      143  143  143  143        0  143   96.47    92.4  50.78
RS1_CL_L1_4_16S.1.fq.gz     FASTQ   DNA     359,685   51,377,642      102    142.8      143  143  143  143        0  143   97.02   93.14  45.63
RS1_CL_L1_4_16S.2.fq.gz     FASTQ   DNA     359,685   51,429,702      102      143      143  143  143  143        0  143   96.37   92.34  49.27
RS1_CL_L1_5_16S.1.fq.gz     FASTQ   DNA     444,494   63,465,442       72    142.8      143  143  143  143        0  143    97.3   93.87  49.97
RS1_CL_L1_5_16S.2.fq.gz     FASTQ   DNA     444,494   63,544,735       72      143      143  143  143  143        0  143   96.38   92.28  50.57
RS1_CL_L1_WC_16S.1.fq.gz    FASTQ   DNA       1,019      145,511      139    142.8      143  143  143  143        0  143   95.23   91.17  49.79
RS1_CL_L1_WC_16S.2.fq.gz    FASTQ   DNA       1,019      145,694      141      143      143  143  143  143        0  143   93.96   89.16  50.15
RS1_CL_L2_1_16S.1.fq.gz     FASTQ   DNA     444,329   63,434,342       94    142.8      143  143  143  143        0  143   97.16   93.74  49.61
RS1_CL_L2_1_16S.2.fq.gz     FASTQ   DNA     444,329   63,534,721       94      143      143  143  143  143        0  143   97.24   93.81  51.39
RS1_CL_L2_2_16S.1.fq.gz     FASTQ   DNA     442,327   63,210,932       76    142.9      143  143  143  143        0  143   97.34   93.96  48.38
RS1_CL_L2_2_16S.2.fq.gz     FASTQ   DNA     442,327   63,246,153       76      143      143  143  143  143        0  143   97.34   93.98  50.66
RS1_CL_L2_3_16S.1.fq.gz     FASTQ   DNA     397,441   56,773,427       86    142.8      143  143  143  143        0  143   97.32    93.9   48.9
RS1_CL_L2_3_16S.2.fq.gz     FASTQ   DNA     397,441   56,820,064       86      143      143  143  143  143        0  143   97.13   93.56  50.43
RS1_CL_L2_4_16S.1.fq.gz     FASTQ   DNA     482,833   68,928,476       72    142.8      143  143  143  143        0  143   96.94   93.41  49.18
RS1_CL_L2_4_16S.2.fq.gz     FASTQ   DNA     482,833   69,036,305       72      143      143  143  143  143        0  143   96.31   92.23  51.08
RS1_CL_L2_5_16S.1.fq.gz     FASTQ   DNA     565,507   80,794,811       87    142.9      143  143  143  143        0  143   97.02   93.54  48.66
RS1_CL_L2_5_16S.2.fq.gz     FASTQ   DNA     565,507   80,861,293       87      143      143  143  143  143        0  143   97.04   93.45  50.92
RS1_CL_L2_WC_16S.1.fq.gz    FASTQ   DNA       3,532      504,241      112    142.8      143  143  143  143        0  143   96.21   92.39  50.06
RS1_CL_L2_WC_16S.2.fq.gz    FASTQ   DNA       3,532      504,857      112    142.9      143  143  143  143        0  143   94.84   90.04  50.49
RS1_CL_L3_1_16S.1.fq.gz     FASTQ   DNA     655,267   93,621,295       35    142.9      143  143  143  143        0  143   97.05   93.55  48.68
RS1_CL_L3_1_16S.2.fq.gz     FASTQ   DNA     655,267   93,683,045       64      143      143  143  143  143        0  143   96.29   92.07  50.45
RS1_CL_L3_2_16S.1.fq.gz     FASTQ   DNA     723,028  103,135,499       86    142.6      143  142  143  143        0  143   96.64   93.01  49.85
RS1_CL_L3_2_16S.2.fq.gz     FASTQ   DNA     723,028  103,369,716       86      143      143  143  143  143        0  143   96.39   92.37  50.41
RS1_CL_L3_3_16S.1.fq.gz     FASTQ   DNA     637,841   91,116,654       77    142.9      143  143  143  143        0  143   96.91   93.29  49.03
RS1_CL_L3_3_16S.2.fq.gz     FASTQ   DNA     637,841   91,197,142       77      143      143  143  143  143        0  143   96.18   91.97  49.61
RS1_CL_L3_4_16S.1.fq.gz     FASTQ   DNA     534,901   76,419,953       92    142.9      143  143  143  143        0  143   96.95   93.39  49.26
RS1_CL_L3_4_16S.2.fq.gz     FASTQ   DNA     534,901   76,480,810       92      143      143  143  143  143        0  143   96.47   92.49  50.78
RS1_CL_L3_5_16S.1.fq.gz     FASTQ   DNA     634,710   90,712,799       35    142.9      143  143  143  143        0  143    96.6   92.87  49.45
RS1_CL_L3_5_16S.2.fq.gz     FASTQ   DNA     634,710   90,759,285       35      143      143  143  143  143        0  143    96.5   92.58   49.7
RS1_CL_L3_WC_16S.1.fq.gz    FASTQ   DNA       1,252      178,768       97    142.8      143  143  143  143        0  143   95.69   91.72  49.87
RS1_CL_L3_WC_16S.2.fq.gz    FASTQ   DNA       1,252      178,962       97    142.9      143  143  143  143        0  143    94.5   89.67  50.83
RS1_CL_S1_1_16S.1.fq.gz     FASTQ   DNA     654,215   93,508,980       37    142.9      143  143  143  143        0  143   95.81   92.11  49.56
RS1_CL_S1_1_16S.2.fq.gz     FASTQ   DNA     654,215   93,550,067       37      143      143  143  143  143        0  143   96.55   92.63  50.89
RS1_CL_S1_2_16S.1.fq.gz     FASTQ   DNA     913,663  130,517,900       61    142.9      143  143  143  143        0  143   96.47   93.13  49.89
RS1_CL_S1_2_16S.2.fq.gz     FASTQ   DNA     913,663  130,649,008       61      143      143  143  143  143        0  143   96.68   92.73  50.77
RS1_CL_S1_3_16S.1.fq.gz     FASTQ   DNA     754,993  107,940,104       61      143      143  143  143  143        0  143   96.22   92.77  50.13
RS1_CL_S1_3_16S.2.fq.gz     FASTQ   DNA     754,993  107,954,103       61      143      143  143  143  143        0  143   96.71   92.76  51.11
RS1_CL_S1_4_16S.1.fq.gz     FASTQ   DNA     815,451  116,545,231       61    142.9      143  143  143  143        0  143   97.18   93.84  49.95
RS1_CL_S1_4_16S.2.fq.gz     FASTQ   DNA     815,451  116,602,849       61      143      143  143  143  143        0  143   96.55   92.47  51.05
RS1_CL_S1_5_16S.1.fq.gz     FASTQ   DNA     979,722  139,946,029       89    142.8      143  143  143  143        0  143   96.57   93.25  49.97
RS1_CL_S1_5_16S.2.fq.gz     FASTQ   DNA     979,722  140,097,037       90      143      143  143  143  143        0  143   96.95   93.22  50.69
RS1_CL_S1_WC_16S.1.fq.gz    FASTQ   DNA       5,761      822,905      136    142.8      143  143  143  143        0  143   96.54    92.8  50.56
RS1_CL_S1_WC_16S.2.fq.gz    FASTQ   DNA       5,761      823,747      136      143      143  143  143  143        0  143   95.47   90.97  50.89
RS1_CL_S2_1_16S.1.fq.gz     FASTQ   DNA     681,118   97,371,569       49      143      143  143  143  143        0  143   97.45   94.33  51.36
RS1_CL_S2_1_16S.2.fq.gz     FASTQ   DNA     681,118   97,398,086       49      143      143  143  143  143        0  143   96.76   92.79  50.41
RS1_CL_S2_2_16S.1.fq.gz     FASTQ   DNA     658,526   94,158,133       65      143      143  143  143  143        0  143    97.7   94.65  51.58
RS1_CL_S2_2_16S.2.fq.gz     FASTQ   DNA     658,526   94,168,082       65      143      143  143  143  143        0  143   96.85   92.92  50.11
RS1_CL_S2_3_16S.1.fq.gz     FASTQ   DNA     683,802   97,767,576       66      143      143  143  143  143        0  143   97.57   94.48  51.09
RS1_CL_S2_3_16S.2.fq.gz     FASTQ   DNA     683,802   97,782,166       66      143      143  143  143  143        0  143   96.93   93.12   50.2
RS1_CL_S2_4_16S.1.fq.gz     FASTQ   DNA     623,050   89,084,298      122      143      143  143  143  143        0  143   97.67   94.62  51.01
RS1_CL_S2_4_16S.2.fq.gz     FASTQ   DNA     623,050   89,095,043      122      143      143  143  143  143        0  143   96.95   93.12  50.48
RS1_CL_S2_5_16S.1.fq.gz     FASTQ   DNA     957,271  136,839,960       64    142.9      143  143  143  143        0  143   97.46    94.2  51.54
RS1_CL_S2_5_16S.2.fq.gz     FASTQ   DNA     957,271  136,886,729       64      143      143  143  143  143        0  143   96.41   92.25  50.07
RS1_CL_S2_WC_16S.1.fq.gz    FASTQ   DNA     556,850   79,107,612      105    142.1      143  142  142  142        0  142   96.58   92.33  46.59
RS1_CL_S2_WC_16S.2.fq.gz    FASTQ   DNA     556,850   79,620,875      105      143      143  143  143  143        0  143   71.83   58.25  47.47
RS1_CL_S3_1_16S.1.fq.gz     FASTQ   DNA     702,706  100,423,353       77    142.9      143  143  143  143        0  143   97.22   93.79  49.16
RS1_CL_S3_1_16S.2.fq.gz     FASTQ   DNA     702,706  100,484,415       77      143      143  143  143  143        0  143   96.73   92.84  50.78
RS1_CL_S3_2_16S.1.fq.gz     FASTQ   DNA   1,011,396  144,580,402       61      143      143  143  143  143        0  143   97.53   94.27  50.49
RS1_CL_S3_2_16S.2.fq.gz     FASTQ   DNA   1,011,396  144,625,482       61      143      143  143  143  143        0  143   96.66    92.7  50.81
RS1_CL_S3_3_16S.1.fq.gz     FASTQ   DNA   1,203,919  172,105,149       64      143      143  143  143  143        0  143   97.02   93.52  48.67
RS1_CL_S3_3_16S.2.fq.gz     FASTQ   DNA   1,203,919  172,135,927       64      143      143  143  143  143        0  143   96.74   92.93  50.88
RS1_CL_S3_4_16S.1.fq.gz     FASTQ   DNA     995,908  142,313,127       51    142.9      143  143  143  143        0  143    97.3   93.84  48.95
RS1_CL_S3_4_16S.2.fq.gz     FASTQ   DNA     995,908  142,408,919       84      143      143  143  143  143        0  143   96.65    92.7  50.67
RS1_CL_S3_5_16S.1.fq.gz     FASTQ   DNA     818,890  117,034,630       64    142.9      143  143  143  143        0  143   97.13   93.68  49.27
RS1_CL_S3_5_16S.2.fq.gz     FASTQ   DNA     818,890  117,096,593       64      143      143  143  143  143        0  143   96.74   92.88  50.73
RS1_CL_S3_WC_16S.1.fq.gz    FASTQ   DNA       2,620      374,085      139    142.8      143  143  143  143        0  143   95.39   91.38  49.79
RS1_CL_S3_WC_16S.2.fq.gz    FASTQ   DNA       2,620      374,612      141      143      143  143  143  143        0  143   94.36   89.55  50.54
RS1_CL_S4_1_16S.1.fq.gz     FASTQ   DNA   1,100,932  157,357,803       27    142.9      143  143  143  143        0  143   97.07   93.65  48.86
RS1_CL_S4_1_16S.2.fq.gz     FASTQ   DNA   1,100,932  157,428,396       27      143      143  143  143  143        0  143   96.82   93.02  50.55
RS1_CL_S4_2_16S.1.fq.gz     FASTQ   DNA     707,163  101,060,730       83    142.9      143  143  143  143        0  143    97.2   93.85  49.43
RS1_CL_S4_2_16S.2.fq.gz     FASTQ   DNA     707,163  101,120,537       83      143      143  143  143  143        0  143   96.79   92.94  50.96
RS1_CL_S4_3_16S.1.fq.gz     FASTQ   DNA   1,042,912  149,074,801       63    142.9      143  143  143  143        0  143   97.08    93.6  48.62
RS1_CL_S4_3_16S.2.fq.gz     FASTQ   DNA   1,042,912  149,128,861       63      143      143  143  143  143        0  143   96.34   92.23  50.65
RS1_CL_S4_4_16S.1.fq.gz     FASTQ   DNA     864,048  123,520,059      100      143      143  143  143  143        0  143   97.13   93.68  49.03
RS1_CL_S4_4_16S.2.fq.gz     FASTQ   DNA     864,048  123,552,865      100      143      143  143  143  143        0  143   96.54   92.57  50.79
RS1_CL_S4_5_16S.1.fq.gz     FASTQ   DNA     992,763  141,916,473       72      143      143  143  143  143        0  143   97.31   93.87  48.78
RS1_CL_S4_5_16S.2.fq.gz     FASTQ   DNA     992,763  141,960,015       33      143      143  143  143  143        0  143   96.16   91.89  50.79
RS1_CL_S4_WC_16S.1.fq.gz    FASTQ   DNA       1,641      234,143       56    142.7      143  143  143  143        0  143   95.16   91.07  49.94
RS1_CL_S4_WC_16S.2.fq.gz    FASTQ   DNA       1,641      234,479       56    142.9      143  143  143  143        0  143   93.92   88.96  50.22
RS1_IM_BC_16S.1.fq.gz       FASTQ   DNA      10,960    1,566,052       54    142.9      143  143  143  143        0  143   96.19   91.69  49.07
RS1_IM_BC_16S.2.fq.gz       FASTQ   DNA      10,960    1,566,923       54      143      143  143  143  143        0  143   96.02   91.73  52.12
RS1_IM_EB_16S.1.fq.gz       FASTQ   DNA      28,298    4,043,798      122    142.9      143  143  143  143        0  143   96.35   92.02  49.71
RS1_IM_EB_16S.2.fq.gz       FASTQ   DNA      28,298    4,046,317      122      143      143  143  143  143        0  143   96.07   91.86  51.19
